아파트,거래일자,법정동,도로명,층,전용면적,건축년도,거래금액,시군구명,읍면동명,건물명,경도,위도,가까운역,가까운역과의 거리
돈암현대아파트,2019-12-18,돈암동,정릉로,13,84.39,1991,56800,성북구,돈암동,돈암현대아파트,127.024677,37.60676409,길음역[4호선],0.3972977179682584
돈암현대아파트,2019-12-18,돈암동,정릉로,13,84.39,1991,56800,성북구,돈암동,돈암현대아파트,127.0248855,37.6068118,길음역[4호선],0.40200899745117247
돈암현대아파트,2019-12-21,돈암동,정릉로,5,41.58,1991,35300,성북구,돈암동,돈암현대아파트,127.024677,37.60676409,길음역[4호선],0.3972977179682584
돈암현대아파트,2019-12-21,돈암동,정릉로,5,41.58,1991,35300,성북구,돈암동,돈암현대아파트,127.0248855,37.6068118,길음역[4호선],0.40200899745117247
삼성 아지오 아파트,2019-10-18,돈암동,아리랑로7길,5,84.97,2007,35500,성북구,돈암동,삼성 아지오 아파트,127.0107533,37.6001621,정릉역[우이신설선],0.36888102142710233
일신건영휴먼빌아파트,2019-10-19,돈암동,아리랑로,19,84.98,2005,62000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-10-22,돈암동,아리랑로,1,143.51,2005,72400,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-11-01,돈암동,아리랑로,1,117.16,2005,60000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-11-02,돈암동,아리랑로,1,117.16,2005,60000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-11-04,돈암동,아리랑로,14,117.16,2005,74000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-11-25,돈암동,아리랑로,15,84.98,2005,64000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-11-30,돈암동,아리랑로,5,117.16,2005,68000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-12-04,돈암동,아리랑로,13,117.16,2005,69500,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-12-06,돈암동,아리랑로,2,117.16,2005,63000,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
일신건영휴먼빌아파트,2019-12-21,돈암동,아리랑로,2,84.98,2005,60300,성북구,돈암동,일신건영휴먼빌아파트,127.0113305,37.60328232,정릉역[우이신설선],0.20253650052011637
송산아파트,2019-10-14,동소문동4가,동소문로3길,8,58.59,1998,42000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-10-22,동소문동4가,동소문로3길,4,58.59,1998,41000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-10-28,동소문동4가,동소문로3길,9,111.55,1998,60000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-11-01,동소문동4가,동소문로3길,7,58.59,1998,42800,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-11-02,동소문동4가,동소문로3길,18,58.59,1998,42000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-11-05,동소문동4가,동소문로3길,7,111.55,1998,61500,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-11-13,동소문동4가,동소문로3길,6,58.59,1998,41500,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-11-23,동소문동4가,동소문로3길,6,111.55,1998,67500,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-02,동소문동4가,동소문로3길,7,58.59,1998,43000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-09,동소문동4가,동소문로3길,3,58.59,1998,42500,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-20,동소문동4가,동소문로3길,7,84.87,1998,61000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-21,동소문동4가,동소문로3길,14,84.87,1998,62700,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-21,동소문동4가,동소문로3길,15,58.59,1998,46000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-23,동소문동4가,동소문로3길,14,111.55,1998,67000,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
송산아파트,2019-12-28,동소문동4가,동소문로3길,14,58.59,1998,44800,성북구,동소문동4가,송산아파트,127.0077615,37.59475971,한성대입구역[4호선],0.7277354554339085
삼선푸르지오,2019-10-01,삼선동2가,보문로29다길,7,84.82,2008,65900,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-05,삼선동2가,보문로29다길,3,59.95,2008,56700,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-09,삼선동2가,보문로29다길,15,114.65,2008,73400,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-09,삼선동2가,보문로29다길,4,59.95,2008,56000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-11,삼선동2가,보문로29다길,8,59.95,2008,56300,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-12,삼선동2가,보문로29다길,10,84.83,2008,64250,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-12,삼선동2가,보문로29다길,6,84.84,2008,65000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-12,삼선동2가,보문로29다길,2,59.95,2008,55000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-17,삼선동2가,보문로29다길,10,114.65,2008,75000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-19,삼선동2가,보문로29다길,6,59.95,2008,57800,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-10-21,삼선동2가,보문로29다길,12,59.95,2008,55300,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-02,삼선동2가,보문로29다길,5,59.95,2008,59900,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-05,삼선동2가,보문로29다길,8,59.95,2008,59700,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-08,삼선동2가,보문로29다길,5,59.95,2008,58000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-11,삼선동2가,보문로29다길,8,84.84,2008,67000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-11,삼선동2가,보문로29다길,9,84.83,2008,66500,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-13,삼선동2가,보문로29다길,4,84.83,2008,65000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-14,삼선동2가,보문로29다길,6,114.65,2008,72800,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-15,삼선동2가,보문로29다길,5,84.88,2008,64300,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-16,삼선동2가,보문로29다길,7,59.95,2008,58000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-18,삼선동2가,보문로29다길,3,114.65,2008,71700,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-21,삼선동2가,보문로29다길,2,114.65,2008,70000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-22,삼선동2가,보문로29다길,8,59.95,2008,60000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-24,삼선동2가,보문로29다길,2,84.88,2008,61500,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-25,삼선동2가,보문로29다길,12,114.65,2008,76000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-27,삼선동2가,보문로29다길,5,59.95,2008,56700,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-29,삼선동2가,보문로29다길,2,59.95,2008,57500,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-30,삼선동2가,보문로29다길,4,84.83,2008,64000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-30,삼선동2가,보문로29다길,9,59.95,2008,60800,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-11-30,삼선동2가,보문로29다길,2,114.65,2008,71000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-02,삼선동2가,보문로29다길,7,59.95,2008,59600,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-02,삼선동2가,보문로29다길,8,84.83,2008,67000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-04,삼선동2가,보문로29다길,14,84.84,2008,68500,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-06,삼선동2가,보문로29다길,12,84.83,2008,69700,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-07,삼선동2가,보문로29다길,9,84.53,2008,67000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-08,삼선동2가,보문로29다길,5,84.83,2008,67400,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-10,삼선동2가,보문로29다길,10,114.65,2008,78500,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-15,삼선동2가,보문로29다길,4,84.53,2008,67000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-19,삼선동2가,보문로29다길,10,84.84,2008,70400,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선푸르지오,2019-12-26,삼선동2가,보문로29다길,3,84.83,2008,68000,성북구,삼선동2가,삼선푸르지오,127.011173,37.5870475,한성대입구역[4호선],0.48530385776313184
삼선현대힐스테이트,2019-10-03,삼선동2가,낙산길,4,84.83,2009,65000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-10-20,삼선동2가,낙산길,3,56.83,2009,54000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-10-20,삼선동2가,낙산길,8,84.83,2009,65000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-10-20,삼선동2가,낙산길,12,84.71,2009,63000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-11-19,삼선동2가,낙산길,1,84.71,2009,60000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-06,삼선동2가,낙산길,9,56.83,2009,57700,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-07,삼선동2가,낙산길,7,56.83,2009,59500,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-09,삼선동2가,낙산길,2,56.83,2009,53800,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-10,삼선동2가,낙산길,9,56.83,2009,57000,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-21,삼선동2가,낙산길,1,56.83,2009,51700,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
삼선현대힐스테이트,2019-12-23,삼선동2가,낙산길,5,114.86,2009,72500,성북구,삼선동2가,삼선현대힐스테이트,127.0125567,37.58541273,보문역[6호선],0.6037409986148473
돈암동일하이빌,2019-11-26,동소문동5가,보문로38길,25,84.958,2006,78500,성북구,동소문동5가,돈암동일하이빌,127.0123119,37.5941902,성신여대입구역[4호선],0.40796012293922485
두예파크빌,2019-10-08,미아동,월계로21나길,1,48.88,2005,22000,강북구,미아동,두예파크빌,127.0357303,37.61826199,미아사거리역[4호선],0.7448135845091738
두예파크빌,2019-12-19,미아동,월계로21나길,3,46.36,2005,24500,강북구,미아동,두예파크빌,127.0357303,37.61826199,미아사거리역[4호선],0.7448135845091738
경남아너스빌,2019-10-09,미아동,삼양로74길,15,62.7103,2008,47000,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
경남아너스빌,2019-10-12,미아동,삼양로74길,12,81.9853,2008,53000,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
경남아너스빌,2019-10-16,미아동,삼양로74길,8,84.9134,2008,56500,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
경남아너스빌,2019-11-17,미아동,삼양로74길,4,84.9134,2008,54500,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
경남아너스빌,2019-12-14,미아동,삼양로74길,6,84.8712,2008,56700,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
경남아너스빌,2019-12-21,미아동,삼양로74길,9,84.9134,2008,57800,강북구,미아동,경남아너스빌,127.0162754,37.63212855,화계역[우이신설선],0.2468795384611427
번동금호어울림,2019-10-05,번동,오현로31길,1,59.43,1998,28000,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
번동금호어울림,2019-10-17,번동,오현로31길,15,84.93,1998,41000,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
번동금호어울림,2019-11-06,번동,오현로31길,11,59.43,1998,34000,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
번동금호어울림,2019-11-13,번동,오현로31길,18,84.93,1998,43200,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
번동금호어울림,2019-11-25,번동,오현로31길,17,84.93,1998,41000,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
번동금호어울림,2019-12-20,번동,오현로31길,6,59.43,1998,35500,강북구,번동,번동금호어울림,127.0342106,37.63417692,수유(강북구청)역[4호선],0.8657219811649569
태솔캡슬,2019-10-17,수유동,도봉로71가길,7,49.37,2012,23500,강북구,수유동,태솔캡슬,127.019809,37.63558787,화계역[우이신설선],0.25990061331119585
미아한일유앤아이,2019-11-02,미아동,월계로21가길,14,84.552,2002,53500,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
미아한일유앤아이,2019-11-19,미아동,월계로21가길,4,84.552,2002,51500,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
미아한일유앤아이,2019-12-15,미아동,월계로21가길,10,84.552,2002,51500,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
미아한일유앤아이,2019-12-21,미아동,월계로21가길,7,68.303,2002,49000,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
미아한일유앤아이,2019-12-23,미아동,월계로21가길,5,84.552,2002,50000,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
미아한일유앤아이,2019-12-30,미아동,월계로21가길,14,84.552,2002,52400,강북구,미아동,미아한일유앤아이,127.0347752,37.61816093,미아사거리역[4호선],0.6827343839909417
두원프라자,2019-11-09,미아동,도봉로,3,84.24,1996,42000,강북구,미아동,두원프라자,127.025082,37.62566629,미아역[4호선],0.12471265986225225
두원프라자,2019-12-20,미아동,도봉로,6,84.24,1996,42000,강북구,미아동,두원프라자,127.025082,37.62566629,미아역[4호선],0.12471265986225225
성북프라자,2019-11-19,미아동,도봉로33길,8,68.675,2009,37100,강북구,미아동,성북프라자,127.0246959,37.62428178,미아역[4호선],0.268195301558422
성북프라자,2019-12-11,미아동,도봉로33길,5,68.675,2009,37500,강북구,미아동,성북프라자,127.0246959,37.62428178,미아역[4호선],0.268195301558422
성북프라자,2019-12-24,미아동,도봉로33길,12,68.675,2009,39500,강북구,미아동,성북프라자,127.0246959,37.62428178,미아역[4호선],0.268195301558422
성북프라자,2019-12-28,미아동,도봉로33길,12,68.675,2009,37400,강북구,미아동,성북프라자,127.0246959,37.62428178,미아역[4호선],0.268195301558422
센트로힐,2019-12-26,번동,한천로,2,72.7695,2015,34000,강북구,번동,센트로힐,127.033921,37.637355,수유(강북구청)역[4호선],0.732602631929534
형인휴아름,2019-12-21,수유동,수유로23길,8,83.82,2013,46900,강북구,수유동,형인휴아름,127.0199555,37.64117306,가오리역[우이신설선],0.2800845769245846
쌍문동삼성래미안,2019-10-04,쌍문동,우이천로,11,59.9899,2002,42000,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-10-08,쌍문동,우이천로,11,114.9396,2002,63000,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-10-14,쌍문동,우이천로,7,59.9899,2002,43000,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-10-16,쌍문동,우이천로,9,59.9899,2002,43500,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-11-18,쌍문동,우이천로,4,59.9899,2002,43350,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-11-19,쌍문동,우이천로,5,114.9396,2002,59000,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-12-05,쌍문동,우이천로,9,59.9899,2002,43250,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
쌍문동삼성래미안,2019-12-07,쌍문동,우이천로,11,59.9899,2002,42900,도봉구,쌍문동,쌍문동삼성래미안,127.0248706,37.64901924,쌍문역[4호선],0.8658759646244722
북한산월드메르디앙,2019-10-20,쌍문동,삼양로,4,70.71,2005,42800,도봉구,쌍문동,북한산월드메르디앙,127.0107949,37.65629278,솔밭공원역[우이신설선],0.22031760182921192
북한산월드메르디앙,2019-12-18,쌍문동,삼양로,9,82.09,2005,57000,도봉구,쌍문동,북한산월드메르디앙,127.0107949,37.65629278,솔밭공원역[우이신설선],0.22031760182921192
극동아파트,2019-10-01,방학동,시루봉로11길,8,84.935,1993,34000,도봉구,방학동,극동아파트,127.0249152,37.6672289,북한산우이역[우이신설선],1.1695490829959971
극동아파트,2019-12-28,방학동,시루봉로11길,3,84.935,1993,30000,도봉구,방학동,극동아파트,127.0249152,37.6672289,북한산우이역[우이신설선],1.1695490829959971
성원아파트,2019-10-01,방학동,방학로7길,11,84.54,1996,39500,도봉구,방학동,성원아파트,127.0341823,37.66470234,방학역[1호선],0.9434297453342775
성원아파트,2019-10-01,방학동,방학로7길,11,84.54,1996,39500,도봉구,방학동,성원아파트,127.0340383,37.66470633,방학역[1호선],0.9552708874588945
성원아파트,2019-10-01,방학동,방학로7길,11,84.54,1996,39500,도봉구,방학동,성원아파트,127.0340736,37.66402472,방학역[1호선],0.979523220678808
성원아파트,2019-11-30,방학동,방학로7길,6,84.54,1996,39500,도봉구,방학동,성원아파트,127.0341823,37.66470234,방학역[1호선],0.9434297453342775
성원아파트,2019-11-30,방학동,방학로7길,6,84.54,1996,39500,도봉구,방학동,성원아파트,127.0340383,37.66470633,방학역[1호선],0.9552708874588945
성원아파트,2019-11-30,방학동,방학로7길,6,84.54,1996,39500,도봉구,방학동,성원아파트,127.0340736,37.66402472,방학역[1호선],0.979523220678808
성원아파트,2019-12-27,방학동,방학로7길,12,84.54,1996,40000,도봉구,방학동,성원아파트,127.0341823,37.66470234,방학역[1호선],0.9434297453342775
성원아파트,2019-12-27,방학동,방학로7길,12,84.54,1996,40000,도봉구,방학동,성원아파트,127.0340383,37.66470633,방학역[1호선],0.9552708874588945
성원아파트,2019-12-27,방학동,방학로7길,12,84.54,1996,40000,도봉구,방학동,성원아파트,127.0340736,37.66402472,방학역[1호선],0.979523220678808
청구아파트,2019-10-01,방학동,시루봉로,11,84.97,1994,36800,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-10-04,방학동,시루봉로,8,84.97,1994,37500,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-10-11,방학동,시루봉로,4,84.97,1994,35700,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-10-14,방학동,시루봉로,4,84.97,1994,38000,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-12-10,방학동,시루봉로,1,72.21,1994,27000,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-12-20,방학동,시루봉로,13,84.97,1994,39000,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-12-23,방학동,시루봉로,10,84.97,1994,36500,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
청구아파트,2019-12-26,방학동,시루봉로,5,84.97,1994,42000,도봉구,방학동,청구아파트,127.0255563,37.65986657,솔밭공원역[우이신설선],1.1614120137948027
대상타운현대아파트,2019-10-01,방학동,마들로,22,60.0,2001,51000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-10,방학동,마들로,20,84.78,2001,66300,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-16,방학동,마들로,16,60.0,2001,55000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-19,방학동,마들로,17,84.78,2001,67750,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-22,방학동,마들로,1,84.78,2001,59900,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-24,방학동,마들로,19,60.0,2001,50000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-10-31,방학동,마들로,5,60.0,2001,52000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-02,방학동,마들로,21,133.97,2001,74500,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-02,방학동,마들로,12,84.78,2001,66800,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-04,방학동,마들로,1,133.97,2001,61600,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-12,방학동,마들로,20,84.78,2001,65000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-15,방학동,마들로,14,84.78,2001,67400,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-16,방학동,마들로,16,133.97,2001,77000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-29,방학동,마들로,9,164.15,2001,82600,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
대상타운현대아파트,2019-11-30,방학동,마들로,16,133.97,2001,80000,도봉구,방학동,대상타운현대아파트,127.0444344,37.6678796,방학역[1호선],0.0455962316072694
